HGNC ID	Approved symbol	Gene group name	Mouse genome database ID
HGNC:30594	UNC45A	Armadillo like helical domain containing	MGI:2142246
HGNC:14304	UNC45B	Armadillo like helical domain containing	MGI:2443377
HGNC:16046	UNC50		MGI:1914637
HGNC:19966	UNC79	Armadillo like helical domain containing	MGI:2684729
HGNC:26582	UNC80		MGI:2652882
HGNC:12570	UNC93A		MGI:3712668
HGNC:13481	UNC93B1		MGI:1859307
HGNC:13482	UNC93B2		
HGNC:13483	UNC93B3		
HGNC:13484	UNC93B4		
HGNC:34051	UNC93B5		
HGNC:34053	UNC93B6		
HGNC:44036	UNC93B7		
HGNC:44037	UNC93B8		
HGNC:12565	UNC119		MGI:1328357
HGNC:16488	UNC119B	MicroRNA protein coding host genes	MGI:2147162
HGNC:33194	UNCX	PRD class homeoboxes and pseudogenes	MGI:108013
HGNC:12572	UNG	DNA glycosylases	MGI:109352
HGNC:18579	UNGP1		
HGNC:18580	UNGP2		
HGNC:20036	UNGP3		
HGNC:29369	UNK	Zinc fingers CCCH-type	MGI:2442456
HGNC:14184	UNKL	Zinc fingers CCCH-type|Ring finger proteins	MGI:1921404
HGNC:12575	UOX		MGI:98907
HGNC:16297	UPB1		MGI:2143535
HGNC:9962	UPF1	UPF1 like RNA helicases|DECID complex|SURF complex	MGI:107995
HGNC:17854	UPF2	DECID complex	MGI:2449307
HGNC:20332	UPF3A		MGI:1914281
HGNC:30568	UPF3AP1		
HGNC:30567	UPF3AP2		
HGNC:38395	UPF3AP3		
HGNC:20439	UPF3B	DECID complex	MGI:1915384
HGNC:12577	UPK1A	Tetraspanins	MGI:98911
HGNC:40603	UPK1A-AS1	Antisense RNAs	
HGNC:12578	UPK1B	Tetraspanins	MGI:98912
HGNC:12579	UPK2		MGI:98913
HGNC:12580	UPK3A		MGI:98914
HGNC:21444	UPK3B		MGI:2140882
HGNC:37278	UPK3BL1		MGI:1916915
HGNC:53444	UPK3BL2		
HGNC:42353	UPK3BP1		
HGNC:12576	UPP1		MGI:1097668
HGNC:23061	UPP2		MGI:1923904
HGNC:41467	UPP2-IT1	Intronic transcripts	
HGNC:28334	UPRT		MGI:2685620
HGNC:15891	UQCC1	Mitochondrial respiratory chain complex assembly factors	MGI:1929472
HGNC:21237	UQCC2	Mitochondrial respiratory chain complex assembly factors	MGI:1914517
HGNC:34399	UQCC3	Mitochondrial respiratory chain complex assembly factors	MGI:2147553
HGNC:30863	UQCR10	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1913402
HGNC:30862	UQCR11	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1913844
HGNC:12582	UQCRB	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1914780
HGNC:12583	UQCRBP1		
HGNC:12584	UQCRBP2		
HGNC:39033	UQCRBP3		
HGNC:12585	UQCRC1	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits|M16 metallopeptidases	MGI:107876
HGNC:12586	UQCRC2	M16 metallopeptidases|Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1914253
HGNC:44309	UQCRC2P1		
HGNC:12587	UQCRFS1	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1913944
HGNC:12588	UQCRFS1P1		
HGNC:39172	UQCRFS1P2		
HGNC:39173	UQCRFS1P3		
HGNC:12590	UQCRH	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:1913826
HGNC:51714	UQCRHL		
HGNC:31341	UQCRHP1		
HGNC:38045	UQCRHP2		
HGNC:38046	UQCRHP3		
HGNC:38047	UQCRHP4		
HGNC:29594	UQCRQ	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	MGI:107807
HGNC:17785	URAD		MGI:3647519
HGNC:43695	URAHP		MGI:1916142
HGNC:17344	URB1	Armadillo like helical domain containing|Small nucleolar RNA protein coding host genes	MGI:2146468
HGNC:23128	URB1-AS1	Antisense RNAs	
HGNC:28967	URB2		MGI:2681124
HGNC:30890	URGCP		MGI:1919296
HGNC:49188	URGCP-MRPS24		
HGNC:13236	URI1	Prefoldin subunits|Protein phosphatase 1 regulatory subunits	MGI:1342294
HGNC:28378	URM1		MGI:1915455
HGNC:26444	UROC1		MGI:2385332
HGNC:12591	UROD		MGI:98916
HGNC:12592	UROS		MGI:98917
HGNC:25792	USB1		MGI:2142454
HGNC:30882	USE1	SNAREs	MGI:1914273
HGNC:12593	USF1	Basic helix-loop-helix proteins	MGI:99542
HGNC:23773	USF1P1		
HGNC:12594	USF2	Basic helix-loop-helix proteins	MGI:99961
HGNC:30494	USF3		MGI:2685454
HGNC:12597	USH1C	PDZ domain containing	MGI:1919338
HGNC:16356	USH1G	Sterile alpha motif domain containing|Ankyrin repeat domain containing	MGI:2450757
HGNC:12601	USH2A	USH2 complex |Fibronectin type III domain containing	MGI:1341292
HGNC:24058	USHBP1		MGI:1922920
HGNC:30904	USO1	Armadillo like helical domain containing	MGI:1929095
HGNC:12607	USP1	Ubiquitin specific peptidases	MGI:2385198
HGNC:12618	USP2	Ubiquitin specific peptidases	MGI:1858178
HGNC:48673	USP2-AS1	Antisense RNAs	
HGNC:12626	USP3	Ubiquitin specific peptidases	MGI:2152450
HGNC:44140	USP3-AS1	Antisense RNAs	
HGNC:12627	USP4	Ubiquitin specific peptidases	MGI:98905
HGNC:12628	USP5	Ubiquitin specific peptidases	MGI:1347343
HGNC:12629	USP6	Ubiquitin specific peptidases	
HGNC:16858	USP6NL		MGI:2138893
HGNC:12630	USP7	Ubiquitin specific peptidases	MGI:2182061
HGNC:12631	USP8	Ubiquitin specific peptidases	MGI:1934029
HGNC:13987	USP8P1		
HGNC:54601	USP8P2		
HGNC:12632	USP9X	Ubiquitin specific peptidases|Armadillo like helical domain containing	MGI:894681
HGNC:12633	USP9Y	Armadillo like helical domain containing|Ubiquitin specific peptidases|Minor histocompatibility antigens	MGI:1313274
HGNC:31741	USP9YP1		
HGNC:31742	USP9YP2		
HGNC:37739	USP9YP3		
HGNC:37740	USP9YP4		
HGNC:38418	USP9YP5		
HGNC:38078	USP9YP6		
HGNC:38079	USP9YP7		
HGNC:38424	USP9YP8		
HGNC:38435	USP9YP9		
HGNC:38454	USP9YP10		
HGNC:38460	USP9YP11		
HGNC:38720	USP9YP12		
HGNC:38721	USP9YP13		
HGNC:38748	USP9YP14		
HGNC:38751	USP9YP15		
HGNC:38752	USP9YP16		
HGNC:38753	USP9YP17		
HGNC:38754	USP9YP18		
HGNC:38755	USP9YP19		
HGNC:38767	USP9YP20		
HGNC:38757	USP9YP21		
HGNC:38758	USP9YP22		
HGNC:38759	USP9YP23		
HGNC:38760	USP9YP24		
HGNC:38761	USP9YP25		
HGNC:38762	USP9YP26		
HGNC:38763	USP9YP27		
HGNC:38764	USP9YP28		
HGNC:38765	USP9YP29		
HGNC:38766	USP9YP30		
HGNC:38775	USP9YP31		
HGNC:38776	USP9YP32		
HGNC:38777	USP9YP33		
HGNC:38778	USP9YP34		
HGNC:38779	USP9YP35		
HGNC:38780	USP9YP36		
HGNC:12608	USP10	Ubiquitin specific peptidases	MGI:894652
HGNC:31752	USP10P1		
HGNC:33272	USP10P2		
HGNC:12609	USP11	Ubiquitin specific peptidases	MGI:2384312
HGNC:20485	USP12	Ubiquitin specific peptidases	MGI:1270128
HGNC:39961	USP12-AS1	Antisense RNAs	
HGNC:39962	USP12-AS2	Antisense RNAs	
HGNC:12610	USP12P1		
HGNC:54575	USP12P2		
HGNC:54576	USP12P3		
HGNC:21410	USP12PX		
HGNC:23195	USP12PY		
HGNC:12611	USP13	Ubiquitin specific peptidases	MGI:1919857
HGNC:12612	USP14	Ubiquitin specific peptidases	MGI:1928898
HGNC:12613	USP15	Ubiquitin specific peptidases|MicroRNA protein coding host genes	MGI:101857
HGNC:12614	USP16	Ubiquitin specific peptidases	MGI:1921362
HGNC:37182	USP17L1		
HGNC:34434	USP17L2	Ubiquitin specific peptidases	
HGNC:37175	USP17L3		
HGNC:37176	USP17L4		
HGNC:37177	USP17L5		
HGNC:37179	USP17L6P		
HGNC:37180	USP17L7		
HGNC:37181	USP17L8		
HGNC:12615	USP17L9P		
HGNC:44438	USP17L10		
HGNC:44439	USP17L11		
HGNC:44440	USP17L12		
HGNC:44441	USP17L13		
HGNC:44442	USP17L14P		
HGNC:44443	USP17L15		
HGNC:44444	USP17L16P		
HGNC:44445	USP17L17		
HGNC:44446	USP17L18		
HGNC:44447	USP17L19		
HGNC:44448	USP17L20		
HGNC:44449	USP17L21		
HGNC:44450	USP17L22		
HGNC:44451	USP17L23		
HGNC:44453	USP17L24		
HGNC:44452	USP17L25		
HGNC:44454	USP17L26		
HGNC:44455	USP17L27		
HGNC:44456	USP17L28		
HGNC:44457	USP17L29		
HGNC:44458	USP17L30		
HGNC:12616	USP18	Ubiquitin specific peptidases	MGI:1344364
HGNC:12617	USP19	Ubiquitin specific peptidases|Zinc fingers MYND-type	MGI:1918722
HGNC:12619	USP20	Ubiquitin specific peptidases|MicroRNA protein coding host genes	MGI:1921520
HGNC:12620	USP21	Ubiquitin specific peptidases	MGI:1353665
HGNC:54618	USP21P1		
HGNC:54650	USP21P2		
HGNC:12621	USP22	Ubiquitin specific peptidases|SAGA complex	MGI:2144157
HGNC:12623	USP24	Ubiquitin specific peptidases	MGI:1919936
HGNC:42014	USP24P1		
HGNC:12624	USP25	Ubiquitin specific peptidases	MGI:1353655
HGNC:13485	USP26	Ubiquitin specific peptidases	MGI:1933247
HGNC:13486	USP27X	Ubiquitin specific peptidases	MGI:1859645
HGNC:27249	USP27X-AS1	Antisense RNAs	
HGNC:12625	USP28	Ubiquitin specific peptidases	MGI:2442293
HGNC:18563	USP29	Ubiquitin specific peptidases	MGI:1888998
HGNC:20065	USP30	Ubiquitin specific peptidases	MGI:2140991
HGNC:40909	USP30-AS1	Antisense RNAs	
HGNC:20060	USP31	Ubiquitin specific peptidases	MGI:1923429
HGNC:19143	USP32	Ubiquitin specific peptidases|EF-hand domain containing	MGI:2144475
HGNC:43570	USP32P1		
HGNC:30751	USP32P2		
HGNC:43576	USP32P3		
HGNC:43577	USP32P4		
HGNC:20059	USP33	Ubiquitin specific peptidases	MGI:2159711
HGNC:20066	USP34	Ubiquitin specific peptidases|Armadillo like helical domain containing|Small nucleolar RNA protein coding host genes	MGI:109473
HGNC:20061	USP35	Ubiquitin specific peptidases	MGI:2685339
HGNC:20062	USP36	Ubiquitin specific peptidases	MGI:1919594
HGNC:20063	USP37	Ubiquitin specific peptidases	MGI:2442483
HGNC:20067	USP38	Ubiquitin specific peptidases	MGI:1922091
HGNC:20071	USP39	Ubiquitin specific peptidases|tri-snRP complex	MGI:107622
HGNC:20069	USP40	Ubiquitin specific peptidases	MGI:2443184
HGNC:20070	USP41	Ubiquitin specific peptidases	
HGNC:20068	USP42	Ubiquitin specific peptidases	MGI:1924050
HGNC:20072	USP43	Ubiquitin specific peptidases	MGI:2444541
HGNC:20064	USP44	Ubiquitin specific peptidases	MGI:3045318
HGNC:20080	USP45	Ubiquitin specific peptidases	MGI:101850
HGNC:20075	USP46	Ubiquitin specific peptidases	MGI:1916977
HGNC:43991	USP46-DT	Divergent transcripts	
HGNC:20076	USP47	Ubiquitin specific peptidases	MGI:1922246
HGNC:18533	USP48	Ubiquitin specific peptidases	MGI:2158502
HGNC:20078	USP49	Ubiquitin specific peptidases	MGI:2685391
HGNC:20079	USP50	Ubiquitin specific peptidases	MGI:1922333
HGNC:23086	USP51	Ubiquitin specific peptidases	MGI:3588217
HGNC:29255	USP53	Ubiquitin specific peptidases	MGI:2139607
HGNC:23513	USP54	Ubiquitin specific peptidases	MGI:1926037
HGNC:20294	USPL1	Ubiquitin specific peptidase like |Ubiquitin specific peptidases	MGI:2442342
HGNC:17223	UST	Sulfotransferases, membrane bound	MGI:2442406
HGNC:40802	UST-AS1	Antisense RNAs	
HGNC:12634	UTF1		MGI:1276125
HGNC:24477	UTP3		MGI:1919230
HGNC:1983	UTP4	UTPa subcomplex|WD repeat domain containing	MGI:1096573
HGNC:18279	UTP6	UTPb subcomplex	MGI:2445193
HGNC:24329	UTP11		MGI:1914455
HGNC:10665	UTP14A		MGI:1919804
HGNC:20321	UTP14C		
HGNC:25758	UTP15	UTPa subcomplex|WD repeat domain containing	MGI:2145443
HGNC:24274	UTP18	UTPb subcomplex|WD repeat domain containing	MGI:1923402
HGNC:17897	UTP20	Armadillo like helical domain containing	MGI:1917933
HGNC:28224	UTP23		MGI:1925831
HGNC:28440	UTP25		MGI:2138080
HGNC:12635	UTRN	Zinc fingers ZZ-type	MGI:104631
HGNC:12636	UTS2	Neuropeptides|Receptor ligands	MGI:1346329
HGNC:30894	UTS2B	Receptor ligands	MGI:2677064
HGNC:4468	UTS2R		MGI:2183450
HGNC:12638	UTY	Lysine demethylases|Minor histocompatibility antigens|Tetratricopeptide repeat domain containing	MGI:894810
HGNC:12640	UVRAG	C2 domain containing|PIK3C3 complex subunits	MGI:1925860
HGNC:53952	UVRAG-DT	Divergent transcripts	
HGNC:29304	UVSSA		MGI:1918351
HGNC:17729	UXS1	Short chain dehydrogenase/reductase superfamily	MGI:1915133
HGNC:12641	UXT	Prefoldin subunits	MGI:1277988
HGNC:49239	UXT-AS1	Antisense RNAs	
HGNC:25507	VAC14	Armadillo like helical domain containing	MGI:2157980
HGNC:48605	VAC14-AS1	Antisense RNAs	
HGNC:12642	VAMP1	Vesicle associated membrane proteins	MGI:1313276
HGNC:12643	VAMP2	Vesicle associated membrane proteins	MGI:1313277
HGNC:12644	VAMP3	Vesicle associated membrane proteins	MGI:1321389
HGNC:12645	VAMP4	Vesicle associated membrane proteins	MGI:1858730
HGNC:12646	VAMP5	Vesicle associated membrane proteins	MGI:1858622
HGNC:11486	VAMP7	Pseudoautosomal region 2|Vesicle associated membrane proteins	MGI:1096399
HGNC:12647	VAMP8	Vesicle associated membrane proteins	MGI:1336882
HGNC:53817	VAMP9P	Vesicle associated membrane proteins	MGI:5595070
HGNC:15512	VANGL1		MGI:2159344
HGNC:15511	VANGL2		MGI:2135272
HGNC:12648	VAPA		MGI:1353561
HGNC:12649	VAPB		MGI:1928744
HGNC:12651	VARS1	Aminoacyl tRNA synthetases, Class I	MGI:90675
HGNC:21642	VARS2	Aminoacyl tRNA synthetases, Class I	MGI:1916165
HGNC:19964	VASH1		MGI:2442543
HGNC:53215	VASH1-AS1	Antisense RNAs	
HGNC:25723	VASH2		MGI:2444826
HGNC:18517	VASN		MGI:2177651
HGNC:12652	VASP	ENAH/VASPs	MGI:109268
HGNC:16919	VAT1		MGI:1349450
HGNC:29315	VAT1L		MGI:2142534
HGNC:12657	VAV1	Dbl family Rho GEFs|SH2 domain containing|Pleckstrin homology domain containing	MGI:98923
HGNC:12658	VAV2	Pleckstrin homology domain containing|Dbl family Rho GEFs|SH2 domain containing	MGI:102718
HGNC:12659	VAV3	SH2 domain containing|Pleckstrin homology domain containing|Dbl family Rho GEFs|MicroRNA protein coding host genes	MGI:1888518
HGNC:40608	VAV3-AS1	Antisense RNAs	
HGNC:12660	VAX1	NKL subclass homeoboxes and pseudogenes	MGI:1277163
HGNC:12661	VAX2	NKL subclass homeoboxes and pseudogenes	MGI:1346018
HGNC:12662	VBP1	Prefoldin subunits	MGI:1333804
HGNC:12663	VCAM1	Receptor ligands|I-set domain containing|C2-set domain containing|Ig-like cell adhesion molecule family|CD molecules	MGI:98926
HGNC:2464	VCAN	Hyalectan proteoglycans|C-type lectin domain containing|Sushi domain containing|V-set domain containing	MGI:102889
HGNC:40163	VCAN-AS1	Antisense RNAs	
HGNC:12665	VCL		MGI:98927
HGNC:12666	VCP	AAA ATPases	MGI:99919
HGNC:30897	VCPIP1	OTU domain containing	MGI:1917925
HGNC:20352	VCPKMT	Methyltransferase like	MGI:2684917
HGNC:12667	VCX	Variable charge X/Y family	
HGNC:18158	VCX2	Variable charge X/Y family	
HGNC:18159	VCX3A	Variable charge X/Y family	
HGNC:31838	VCX3B	Variable charge X/Y family	
HGNC:12668	VCY	Variable charge X/Y family	
HGNC:31751	VCY1B	Variable charge X/Y family	
HGNC:12669	VDAC1	Voltage dependent anion channels	MGI:106919
HGNC:12671	VDAC1P1		
HGNC:12670	VDAC1P2		
HGNC:37478	VDAC1P3		
HGNC:12675	VDAC1P4		
HGNC:12676	VDAC1P5		
HGNC:37481	VDAC1P6		
HGNC:37482	VDAC1P7		
HGNC:37483	VDAC1P8		
HGNC:37484	VDAC1P9		
HGNC:37479	VDAC1P10		
HGNC:37480	VDAC1P11		
HGNC:39680	VDAC1P12		
HGNC:50515	VDAC1P13		
HGNC:12672	VDAC2	Voltage dependent anion channels	MGI:106915
HGNC:12673	VDAC2P1		
HGNC:32693	VDAC2P2		
HGNC:51931	VDAC2P3		
HGNC:51932	VDAC2P4		
HGNC:54753	VDAC2P5		
HGNC:12674	VDAC3	Voltage dependent anion channels	MGI:106922
HGNC:20722	VDAC3P1		
HGNC:12679	VDR	Protein phosphatase 1 regulatory subunits|Nuclear hormone receptors	MGI:103076
HGNC:12680	VEGFA	VEGF family	MGI:103178
HGNC:12681	VEGFB	VEGF family	MGI:106199
HGNC:12682	VEGFC	VEGF family	MGI:109124
HGNC:3708	VEGFD	VEGF family	MGI:108037
HGNC:13639	VENTX	NKL subclass homeoboxes and pseudogenes	
HGNC:30900	VENTXP1	NKL subclass homeoboxes and pseudogenes	
HGNC:30901	VENTXP2	NKL subclass homeoboxes and pseudogenes	
HGNC:30902	VENTXP3	NKL subclass homeoboxes and pseudogenes	
HGNC:30903	VENTXP4	NKL subclass homeoboxes and pseudogenes	
HGNC:32214	VENTXP5	NKL subclass homeoboxes and pseudogenes	
HGNC:32216	VENTXP6	NKL subclass homeoboxes and pseudogenes	
HGNC:13638	VENTXP7	NKL subclass homeoboxes and pseudogenes	
HGNC:25735	VEPH1	Armadillo like helical domain containing|Pleckstrin homology domain containing	MGI:1920039
HGNC:12949	VEZF1	Zinc fingers C2H2-type	MGI:1313291
HGNC:32320	VEZF1P1		
HGNC:18258	VEZT		MGI:2143698
HGNC:12684	VGF	Granins	MGI:1343180
HGNC:20985	VGLL1	Vestigial like family|MicroRNA protein coding host genes	MGI:2655768
HGNC:20232	VGLL2	Vestigial like family	MGI:2447460
HGNC:24327	VGLL3	Vestigial like family	MGI:1920819
HGNC:28966	VGLL4	Vestigial like family	MGI:2652840
HGNC:12687	VHL		MGI:103223
HGNC:30666	VHLL		
HGNC:12690	VIL1	Gelsolin/villins	MGI:98930
HGNC:30906	VILL	Gelsolin/villins	MGI:1201781
HGNC:12692	VIM	Intermediate filaments Type III	MGI:98932
HGNC:44879	VIM-AS1	Antisense RNAs	
HGNC:43891	VIM2P		
HGNC:53736	VINAC1P		MGI:3649276
HGNC:12693	VIP	Neuropeptides	MGI:98933
HGNC:20347	VIPAS39		MGI:2144805
HGNC:12694	VIPR1	Vasoactive intestinal peptide receptor family	MGI:109272
HGNC:40610	VIPR1-AS1	Antisense RNAs	
HGNC:12695	VIPR2	Vasoactive intestinal peptide receptor family	MGI:107166
HGNC:24500	VIRMA	m6A methyltransferase complex|WTAP complex|Armadillo like helical domain containing	MGI:1913435
HGNC:12696	VIS1		
HGNC:12697	VIT		MGI:1921449
HGNC:23663	VKORC1		MGI:106442
HGNC:21492	VKORC1L1		MGI:1916818
HGNC:33182	VKORC1P1		
HGNC:33183	VKORC1P2		
HGNC:12698	VLDLR	Low density lipoprotein receptors	MGI:98935
HGNC:49621	VLDLR-AS1	Antisense RNAs	
HGNC:22082	VMA21		MGI:1914298
HGNC:33803	VMAC		MGI:2146912
HGNC:30387	VMO1		MGI:2685587
HGNC:29559	VMP1	MicroRNA protein coding host genes	MGI:1923159
HGNC:13548	VN1R1	Vomeronasal receptors	
HGNC:19872	VN1R2	Vomeronasal receptors	
HGNC:19867	VN1R3	Vomeronasal receptors	
HGNC:19871	VN1R4	Vomeronasal receptors	
HGNC:19870	VN1R5	Vomeronasal receptors	
HGNC:13712	VN1R6P	Vomeronasal receptors	
HGNC:8496	VN1R7P	Vomeronasal receptors	
HGNC:8497	VN1R8P	Vomeronasal receptors	
HGNC:20257	VN1R9P	Vomeronasal receptors	
HGNC:13550	VN1R10P	Vomeronasal receptors	
HGNC:13551	VN1R11P	Vomeronasal receptors	
HGNC:18722	VN1R12P	Vomeronasal receptors	
HGNC:18723	VN1R13P	Vomeronasal receptors	
HGNC:18721	VN1R14P	Vomeronasal receptors	
HGNC:37327	VN1R15P	Vomeronasal receptors	
HGNC:37330	VN1R16P	Vomeronasal receptors	
HGNC:37331	VN1R17P	Vomeronasal receptors	
HGNC:37334	VN1R18P	Vomeronasal receptors	
HGNC:37328	VN1R19P	Vomeronasal receptors	
HGNC:37335	VN1R20P	Vomeronasal receptors	
HGNC:37336	VN1R21P	Vomeronasal receptors	
HGNC:37337	VN1R22P	Vomeronasal receptors	
HGNC:37338	VN1R23P	Vomeronasal receptors	
HGNC:37344	VN1R24P	Vomeronasal receptors	
HGNC:37345	VN1R25P	Vomeronasal receptors	
HGNC:37346	VN1R26P	Vomeronasal receptors	
HGNC:37347	VN1R27P	Vomeronasal receptors	
HGNC:37348	VN1R28P	Vomeronasal receptors	
HGNC:37349	VN1R29P	Vomeronasal receptors	
HGNC:37350	VN1R30P	Vomeronasal receptors	
HGNC:37351	VN1R31P	Vomeronasal receptors	
HGNC:37352	VN1R32P	Vomeronasal receptors	
HGNC:37353	VN1R33P	Vomeronasal receptors	
HGNC:37354	VN1R34P	Vomeronasal receptors	
HGNC:37355	VN1R35P	Vomeronasal receptors	
HGNC:37356	VN1R36P	Vomeronasal receptors	
HGNC:37357	VN1R37P	Vomeronasal receptors	
HGNC:37358	VN1R38P	Vomeronasal receptors	
HGNC:37359	VN1R39P	Vomeronasal receptors	
HGNC:37360	VN1R40P	Vomeronasal receptors	
HGNC:37361	VN1R41P	Vomeronasal receptors	
HGNC:37362	VN1R42P	Vomeronasal receptors	
HGNC:37363	VN1R43P	Vomeronasal receptors	
HGNC:37364	VN1R44P	Vomeronasal receptors	
HGNC:37365	VN1R45P	Vomeronasal receptors	
HGNC:37366	VN1R46P	Vomeronasal receptors	
HGNC:37367	VN1R47P	Vomeronasal receptors	
HGNC:37368	VN1R48P	Vomeronasal receptors	
HGNC:37369	VN1R49P	Vomeronasal receptors	
HGNC:37371	VN1R51P	Vomeronasal receptors	
HGNC:37372	VN1R52P	Vomeronasal receptors	
HGNC:37373	VN1R53P	Vomeronasal receptors	
HGNC:37374	VN1R54P	Vomeronasal receptors	
HGNC:37375	VN1R55P	Vomeronasal receptors	
HGNC:37376	VN1R56P	Vomeronasal receptors	
HGNC:37377	VN1R57P	Vomeronasal receptors	
HGNC:37378	VN1R58P	Vomeronasal receptors	
HGNC:37379	VN1R59P	Vomeronasal receptors	
HGNC:37380	VN1R60P	Vomeronasal receptors	
HGNC:37381	VN1R61P	Vomeronasal receptors	
HGNC:37382	VN1R62P	Vomeronasal receptors	
HGNC:37383	VN1R63P	Vomeronasal receptors	
HGNC:37384	VN1R64P	Vomeronasal receptors	
HGNC:37385	VN1R65P	Vomeronasal receptors	
HGNC:37386	VN1R66P	Vomeronasal receptors	
HGNC:37387	VN1R67P	Vomeronasal receptors	
HGNC:37389	VN1R68P	Vomeronasal receptors	
HGNC:37390	VN1R69P	Vomeronasal receptors	
HGNC:37391	VN1R70P	Vomeronasal receptors	
HGNC:37392	VN1R71P	Vomeronasal receptors	
HGNC:37393	VN1R72P	Vomeronasal receptors	
HGNC:37394	VN1R73P	Vomeronasal receptors	
HGNC:37395	VN1R74P	Vomeronasal receptors	
HGNC:37396	VN1R75P	Vomeronasal receptors	
HGNC:37397	VN1R76P	Vomeronasal receptors	
HGNC:37398	VN1R77P	Vomeronasal receptors	
HGNC:37399	VN1R78P	Vomeronasal receptors	
HGNC:37400	VN1R79P	Vomeronasal receptors	
HGNC:37329	VN1R80P	Vomeronasal receptors	
HGNC:37401	VN1R81P	Vomeronasal receptors	
HGNC:37402	VN1R82P	Vomeronasal receptors	
HGNC:37403	VN1R83P	Vomeronasal receptors	
HGNC:37404	VN1R84P	Vomeronasal receptors	
HGNC:37405	VN1R85P	Vomeronasal receptors	
HGNC:37406	VN1R86P	Vomeronasal receptors	
HGNC:37407	VN1R87P	Vomeronasal receptors	
HGNC:37408	VN1R88P	Vomeronasal receptors	
HGNC:37409	VN1R89P	Vomeronasal receptors	
HGNC:37410	VN1R90P	Vomeronasal receptors	
HGNC:37411	VN1R91P	Vomeronasal receptors	
HGNC:37412	VN1R92P	Vomeronasal receptors	
HGNC:37413	VN1R93P	Vomeronasal receptors	
HGNC:37414	VN1R94P	Vomeronasal receptors	
HGNC:37415	VN1R95P	Vomeronasal receptors	
HGNC:37416	VN1R96P	Vomeronasal receptors	
HGNC:37417	VN1R97P	Vomeronasal receptors	
HGNC:37418	VN1R98P	Vomeronasal receptors	
HGNC:37419	VN1R99P	Vomeronasal receptors	
HGNC:37420	VN1R100P	Vomeronasal receptors	
HGNC:37424	VN1R101P	Vomeronasal receptors	
HGNC:37425	VN1R102P	Vomeronasal receptors	
HGNC:37426	VN1R103P	Vomeronasal receptors	
HGNC:37427	VN1R104P	Vomeronasal receptors	
HGNC:37428	VN1R105P	Vomeronasal receptors	
HGNC:37429	VN1R106P	Vomeronasal receptors	
HGNC:37431	VN1R107P	Vomeronasal receptors	
HGNC:37432	VN1R108P	Vomeronasal receptors	
HGNC:37434	VN1R109P	Vomeronasal receptors	
HGNC:37438	VN1R110P	Vomeronasal receptors	
HGNC:37332	VN1R111P	Vomeronasal receptors	
HGNC:37437	VN1R112P	Vomeronasal receptors	
HGNC:30344	VN2R1P	Vomeronasal receptors	
HGNC:33208	VN2R2P	Vomeronasal receptors	
HGNC:33209	VN2R3P	Vomeronasal receptors	
HGNC:33212	VN2R6P	Vomeronasal receptors	
HGNC:33213	VN2R7P	Vomeronasal receptors	
HGNC:33215	VN2R9P	Vomeronasal receptors	
HGNC:33216	VN2R10P	Vomeronasal receptors	
HGNC:33217	VN2R11P	Vomeronasal receptors	
HGNC:33218	VN2R12P	Vomeronasal receptors	
HGNC:33219	VN2R13P	Vomeronasal receptors	
HGNC:33220	VN2R14P	Vomeronasal receptors	
HGNC:33221	VN2R15P	Vomeronasal receptors	
HGNC:33222	VN2R16P	Vomeronasal receptors	
HGNC:33223	VN2R17P	Vomeronasal receptors	
HGNC:33224	VN2R18P	Vomeronasal receptors	
HGNC:33225	VN2R19P	Vomeronasal receptors	
HGNC:33226	VN2R20P	Vomeronasal receptors	
HGNC:33938	VN2R21P	Vomeronasal receptors	
HGNC:12705	VNN1	Vanin family	MGI:108395
HGNC:12706	VNN2	Vanin family	
HGNC:16431	VNN3	Vanin family	MGI:1347055
HGNC:34518	VOPP1	WBP1/VOPP1 family	MGI:2141658
HGNC:12709	VPREB1	CD molecules|V-set domain containing	MGI:98936
HGNC:12710	VPREB3	V-set domain containing	MGI:98938
HGNC:13488	VPS4A	ESCRT-IV|AAA ATPases	MGI:1890520
HGNC:10895	VPS4B	ESCRT-IV|AAA ATPases	MGI:1100499
HGNC:29122	VPS8	Ring finger proteins|CORVET complex	MGI:2146407
HGNC:13526	VPS9D1	VPS9 domain containing	MGI:1914143
HGNC:48915	VPS9D1-AS1	Antisense RNAs	
HGNC:14583	VPS11	CORVET complex|HOPS complex|Ring finger proteins	MGI:1918982
HGNC:1908	VPS13A		MGI:2444304
HGNC:44167	VPS13A-AS1	Antisense RNAs	
HGNC:2183	VPS13B		MGI:1916380
HGNC:54375	VPS13B-DT	Divergent transcripts	
HGNC:23594	VPS13C		MGI:2444207
HGNC:23595	VPS13D	Small nucleolar RNA protein coding host genes	MGI:2448530
